iter	MultiClass
293	0.07305313902
294	0.07259824665
295	0.07238744978
296	0.07222720031
297	0.07196108923
298	0.07169220181
299	0.07134698268
300	0.07106733973
301	0.07083500023
302	0.07057285474
303	0.07042201583
304	0.07008483832
305	0.06981963781
306	0.06947246775
307	0.06914884477
308	0.06888625483
309	0.06868916894
310	0.06845708917
311	0.06814084831
312	0.06778201169
313	0.06755255795
314	0.06730940447
315	0.06717644257
316	0.06689711243
317	0.06665662435
318	0.06648270701
319	0.06613172383
320	0.06583494459
321	0.06560143078
322	0.06534372711
323	0.06498416192
324	0.06483643601
325	0.06453077781
326	0.06430013978
327	0.06402621794
328	0.06372212448
329	0.06335219812
330	0.0629636923
331	0.06275012157
332	0.06239859537
333	0.06224160584
334	0.06202245442
335	0.06179270765
336	0.06163519704
337	0.06153366307
338	0.06121171115
339	0.06098904344
340	0.06063902121
341	0.06044150487
342	0.0600676869
343	0.05987167723
344	0.05970172829
345	0.05941568169
346	0.05924423926
347	0.05904277628
348	0.05879290336
349	0.05851808759
350	0.05832490374
351	0.05804630513
352	0.05789175708
353	0.05769599732
354	0.05755387541
355	0.05732106774
356	0.0570705317
357	0.05685775056
358	0.05662427765
359	0.05642553877
360	0.05626493855
361	0.05614600415
362	0.05601109847
363	0.05587300918
364	0.0556355587
365	0.05541994531
366	0.05525686556
367	0.05509708204
368	0.05489000169
369	0.05466912332
370	0.05444483027
371	0.05432142579
372	0.05419234368
373	0.05407503128
374	0.05381556973
375	0.05349874241
376	0.05336218571
377	0.05320348437
378	0.05303710314
379	0.0528024966
380	0.05257597102
381	0.05242236085
382	0.05222439168
383	0.05199680832
384	0.05186090522
385	0.05176576772
386	0.05152086936
387	0.05132668703
388	0.05118280059
389	0.05107828898
390	0.05089499773
391	0.05065348343
392	0.05048288527
393	0.05040602238
394	0.05020896835
395	0.05002697891
396	0.04988799813
397	0.04972503252
398	0.0496107325
399	0.04943059819
400	0.04924866154
401	0.04909994159
402	0.0488969886
403	0.04876473213
404	0.04863352418
405	0.04841807268
406	0.04825380499
407	0.04805886427
408	0.04784208754
409	0.0477335635
410	0.04757556513
411	0.04735189679
412	0.04720073775
413	0.04712054454
414	0.04698573942
415	0.0468810882
416	0.04679654486
417	0.04670814561
418	0.04658610462
419	0.04642198251
420	0.04624421101
421	0.04612406318
422	0.04601174396
423	0.04585809305
424	0.04570420636
425	0.04558249652
426	0.0454279128
427	0.04525175225
428	0.04516618662
429	0.04504978421
430	0.04489639055
431	0.04480044142
432	0.04470265637
433	0.04459162531
434	0.04442961433
435	0.04434956174
436	0.04417332951
437	0.04405788726
438	0.04397629358
439	0.04383955783
440	0.04372103447
441	0.04359866223
442	0.04349863002
443	0.04339622685
444	0.0432487043
445	0.04312034151
446	0.04299358686
447	0.04285537979
448	0.04261509952
449	0.0425194676
450	0.04238539414
451	0.04225956326
452	0.0421620084
453	0.04205274584
454	0.04193418558
455	0.04188823903
456	0.04175366822
457	0.04166052519
458	0.0415539697
459	0.04139274359
460	0.04125900928
461	0.04116477983
462	0.04105509147
463	0.04093225638
464	0.04085129483
465	0.04072129896
466	0.040624486
467	0.04049111588
468	0.04037319857
469	0.04025892564
470	0.04019400192
471	0.04004851973
472	0.03988045202
473	0.03980087865
474	0.03964268841
475	0.03954589376
476	0.03939371453
477	0.03929588228
478	0.03922018198
479	0.03909977539
480	0.0389708403
481	0.03882589171
482	0.03871747575
483	0.03865315183
484	0.03859474676
485	0.03841742782
486	0.03828367532
487	0.03818902823
488	0.03804355568
489	0.03794436946
490	0.0378979975
491	0.03783926574
492	0.03772072328
493	0.03764123165
494	0.03758342837
495	0.03751103099
496	0.03738929195
497	0.03734505282
498	0.03726779974
499	0.03714745396
500	0.03701673471
501	0.03695321806
502	0.03690035469
503	0.03677177821
504	0.03672332158
505	0.03658457815
506	0.03649679202
507	0.03638024637
508	0.03629040243
509	0.03623399595
510	0.0361030183
511	0.03601955929
512	0.03597027159
513	0.03590675451
514	0.03583695998
515	0.0357762063
516	0.03561517303
517	0.03553857861
518	0.03541178969
519	0.0352963334
520	0.03521833958
521	0.03511172246
522	0.0350157088
523	0.03495167483
524	0.03484599469
525	0.03479181441
526	0.03470367061
527	0.03461124567
528	0.03450446512
529	0.03440294809
530	0.03432285613
531	0.03422558567
532	0.03415979228
533	0.03403403625
534	0.03393041061
535	0.03375944448
536	0.03364297602
537	0.03355947114
538	0.0334775974
539	0.03336151078
540	0.03321127536
541	0.03309023544
542	0.03299491169
543	0.03289045652
544	0.03283680138
545	0.03276340403
546	0.03262348264
547	0.03253408668
548	0.03241716202
549	0.03232270322
550	0.03226303973
551	0.03223624522
552	0.03217268928
553	0.0321036325
554	0.03197127215
555	0.0318881314
556	0.0317991084
557	0.03169590002
558	0.0316413907
559	0.03152937983
560	0.03140660798
561	0.03131459747
562	0.03121318106
563	0.03111801471
564	0.03101517487
565	0.03097071884
566	0.03089147704
567	0.03080398999
568	0.03069811817
569	0.03063409745
570	0.03055376203
571	0.03048454762
572	0.03042926091
573	0.03036498645
574	0.03030716959
575	0.03028053656
576	0.03019929424
577	0.03011920724
578	0.03001855625
579	0.02994191896
580	0.02987088927
581	0.02979790313
582	0.02971727105
583	0.02966159134
584	0.02961033555
585	0.02951777244
586	0.02945736942
587	0.02935864475
588	0.02930121678
589	0.02924132482
590	0.02914001552
591	0.02909680383
592	0.02901546514
593	0.02891781907
594	0.02883800913
595	0.02876287166
596	0.02871812624
597	0.02865750433
598	0.02856872298
599	0.0284741402
600	0.02844117379
601	0.0283672316
602	0.02828259938
603	0.02819390923
604	0.02810343661
605	0.02803731625
606	0.02792111543
607	0.02781833717
608	0.02773401404
609	0.02769559197
610	0.02759205016
611	0.0275224956
612	0.02745965552
613	0.02738289185
614	0.02728897041
615	0.0272283085
616	0.02714087396
617	0.02707953783
618	0.02697981615
619	0.0268949741
620	0.02680959543
621	0.02678871087
622	0.0267005426
623	0.02662502489
624	0.02658529757
625	0.02649562855
626	0.02638964887
627	0.02634299538
628	0.02625384674
629	0.02618037652
630	0.02613941169
631	0.02608882158
632	0.02603153466
633	0.02595952886
634	0.02587927788
635	0.02581446577
636	0.02578886099
637	0.02570658394
638	0.02564887753
639	0.02560797779
640	0.02552554905
641	0.02548860809
642	0.02539754645
643	0.02535008287
644	0.02528111194
645	0.02524258081
646	0.02518149816
647	0.02512098606
648	0.02503481462
649	0.02498019886
650	0.02491885171
651	0.02489221241
652	0.0248368912
653	0.02478454536
654	0.02470072532
655	0.02461951737
656	0.02459303114
657	0.02450898596
658	0.02444879458
659	0.0243927035
660	0.0243521807
661	0.02431411556
662	0.02427995447
663	0.02419678733
664	0.02412501289
665	0.0240539199
666	0.02399141385
667	0.0239105279
668	0.02384002609
669	0.02377367298
670	0.02375815176
671	0.02370735471
672	0.02365385557
673	0.02356849351
674	0.02350260975
675	0.02342756897
676	0.02340267612
677	0.02334652724
678	0.02330785717
679	0.02324079141
680	0.02319622467
681	0.02313770691
682	0.02310380374
683	0.02306036448
684	0.02302778068
685	0.02299324187
686	0.02291451984
687	0.02284752114
688	0.0228041249
689	0.02273066134
690	0.02267193958
691	0.02265264122
692	0.02259936308
693	0.0225721141
694	0.0225241998
695	0.02249337905
696	0.02244452338
697	0.02241815581
698	0.02237998318
699	0.02232082671
700	0.02227632682
701	0.02221450393
702	0.02216066377
703	0.02212356333
704	0.02208015824
705	0.02202749695
706	0.02196681194
707	0.02192142267
708	0.02186873032
709	0.02182247599
710	0.02177723012
711	0.02171611423
712	0.02167328545
713	0.02164919089
714	0.02158403215
715	0.02155662005
716	0.02150028327
717	0.02143706515
718	0.02139157123
719	0.02134923201
720	0.02129856801
721	0.02125136856
722	0.02117317426
723	0.02111871599
724	0.021077027
725	0.02105551085
726	0.02101609116
727	0.02096566724
728	0.02092351464
729	0.02085198956
730	0.02079019646
731	0.02075056136
732	0.02068908206
733	0.02063162437
734	0.02059099633
735	0.02054487285
736	0.02050221439
737	0.02045469465
738	0.02040608802
739	0.02035617716
740	0.02030968296
741	0.02027664583
742	0.02022303295
743	0.02020310459
744	0.02016151251
745	0.02012862933
746	0.02006219441
747	0.02004178324
748	0.01999215712
749	0.01993282058
750	0.01989686901
751	0.01986956921
752	0.01983341648
753	0.01981468173
754	0.01977141411
755	0.01973433252
756	0.01966606919
757	0.01963318297
758	0.01960893272
759	0.01956987555
760	0.01953908009
761	0.01950402124
762	0.01946967355
763	0.01943007869
764	0.01937695321
765	0.01931837613
766	0.01928023324
767	0.01921911433
768	0.01917813182
769	0.01916333688
770	0.01912996796
771	0.01911887967
772	0.01907215402
773	0.01904675348
774	0.01902584385
775	0.01898499913
776	0.01895470088
777	0.01892360207
778	0.0189094206
779	0.01887214166
780	0.0188093883
781	0.01876274383
782	0.0187391068
783	0.01869611861
784	0.01866900477
785	0.01863109769
786	0.01859714146
787	0.01857363028
788	0.01850718799
789	0.01846515087
790	0.01841383489
791	0.01836225588
792	0.01833869763
793	0.01828518068
794	0.01824460986
795	0.01821612231
796	0.01817006478
797	0.01811991825
798	0.01807936608
799	0.01804183512
800	0.01800609362
801	0.01798200609
802	0.01794304688
803	0.01789838017
804	0.01787354704
805	0.01782856536
806	0.01779995549
807	0.01775536644
808	0.0177156714
809	0.01769367709
810	0.01764643907
811	0.01760843437
812	0.01758717971
813	0.01754906015
814	0.01750067724
815	0.01747792552
816	0.0174449022
817	0.01741309849
818	0.01736604443
819	0.01734501632
820	0.01730986594
821	0.01727223772
822	0.01724506221
823	0.01721642023
824	0.01717193676
825	0.01714523744
826	0.01711399735
827	0.01709496483
828	0.0170596797
829	0.0170432974
830	0.01701254678
831	0.01696975137
832	0.016930227
833	0.01689595352
834	0.01686610565
835	0.01682411157
836	0.01680203153
837	0.0167627421
838	0.01671438024
839	0.01669532477
840	0.016658659
841	0.01662300463
842	0.01659330709
843	0.01656892624
844	0.0165273018
845	0.01648495463
846	0.0164513657
847	0.01641586088
848	0.01638270799
849	0.01634801022
850	0.01631281652
851	0.01629227624
852	0.016241252
853	0.01621975681
854	0.01617807581
855	0.01613582377
856	0.01610940476
857	0.01608777129
858	0.01604750284
859	0.01599741176
860	0.01597686573
861	0.01594173997
862	0.01590814981
863	0.01587481094
864	0.01583914488
865	0.01580761542
866	0.01577482385
867	0.01573951464
868	0.01570305341
869	0.01567713309
870	0.01564593868
871	0.01563148064
872	0.01560100874
873	0.01557568091
874	0.01554870547
875	0.01552458716
876	0.01550161603
877	0.01546785632
878	0.01543850555
879	0.01541383552
880	0.01537932682
881	0.01533127557
882	0.01529311911
883	0.01526300136
884	0.01522390304
885	0.01520251504
886	0.0151822871
887	0.01514902161
888	0.01512395213
889	0.0150983169
890	0.01507112736
891	0.01504646909
892	0.01500618123
893	0.01495870173
894	0.01492815868
895	0.01489144794
896	0.01488356751
897	0.01484255077
898	0.01481276023
899	0.01479262943
900	0.01477779608
901	0.01473443921
902	0.01470155341
903	0.01467839987
904	0.01465364704
905	0.01462690185
906	0.01459417447
907	0.01456497282
908	0.01453774945
909	0.01451203777
910	0.01449388742
911	0.01447236766
912	0.01444232314
913	0.01441919351
914	0.01439505641
915	0.01436829986
916	0.01433761578
917	0.0143073917
918	0.01427496713
919	0.0142489476
920	0.01423239149
921	0.01421253671
922	0.0141862493
923	0.0141564629
924	0.0141372789
925	0.01410809945
926	0.01407782277
927	0.01406263935
928	0.01404455085
929	0.01402687514
930	0.01400578841
931	0.01397992064
932	0.01394582387
933	0.01393154204
934	0.01390198173
935	0.01388069133
936	0.01386698733
937	0.01383893167
938	0.0138077007
939	0.01376656859
940	0.01372791035
941	0.01369303616
942	0.01365503081
943	0.01362869425
944	0.01359522846
945	0.01356914458
946	0.01353433239
947	0.01351824277
948	0.01349376365
949	0.01347483423
950	0.0134491619
951	0.01342256836
952	0.01340803823
953	0.01338427236
954	0.01336090781
955	0.01333609006
956	0.01331485711
957	0.0132968618
958	0.01326899624
959	0.01324134711
960	0.01321695469
961	0.0131833353
962	0.01315630177
963	0.01312878319
964	0.01310639613
965	0.01307435614
966	0.01306267801
967	0.01303454281
968	0.0129987148
969	0.01297423688
970	0.0129658533
971	0.01295115768
972	0.01293778826
973	0.01292447684
974	0.01290273365
975	0.01287559837
976	0.01283888775
977	0.01281131738
978	0.0127859631
979	0.01276860596
980	0.01274514907
981	0.01272511662
982	0.01271085594
983	0.01267794262
984	0.01265916072
985	0.01263867695
986	0.01262053835
987	0.01260408007
988	0.01258362883
989	0.0125624718
990	0.01253891831
991	0.01252309601
992	0.01248746844
993	0.01246433682
994	0.01244391411
995	0.01242182947
996	0.01239844152
997	0.01238118256
998	0.01236427852
999	0.01233014364
